IDP_type	IDP	model_name	Spearman	Pearson	R2	is_kept
dMRI	IDP-25456	ridge	0.114733708224444	0.116231684468133	0.0135063750663418	TRUE
dMRI	IDP-25457	ridge	0.0852904696596974	0.0880307583393521	0.00744040236389865	FALSE
dMRI	IDP-25458	ridge	0.0484726893244249	0.0532644511839262	0.00281604557743498	FALSE
dMRI	IDP-25459	ridge	0.0449183959293469	0.045804445304066	0.00202589615802851	FALSE
dMRI	IDP-25460	ridge	0.0425202637006524	0.038987824057883	0.00150231895666175	FALSE
dMRI	IDP-25461	ridge	0.0488265189807204	0.0484399535521713	0.00234622881989055	FALSE
dMRI	IDP-25462	ridge	0.0716284501096189	0.0728023178481391	0.0051090524004741	FALSE
dMRI	IDP-25463	ridge	0.0627442933716625	0.0639168928347191	0.00406559658128991	FALSE
dMRI	IDP-25464	ridge	0.0413606209332704	0.0393469542116046	0.00152786498120605	FALSE
dMRI	IDP-25465	ridge	0.0584126599752093	0.0608549893935226	0.00369937745818993	FALSE
dMRI	IDP-25466	ridge	0.0864350201292652	0.0893950305449825	0.00737050770211056	FALSE
dMRI	IDP-25467	ridge	0.0810748322689445	0.080183720217471	0.00581042597496817	FALSE
dMRI	IDP-25468	ridge	0.101029537169295	0.103911951397126	0.0107152453084122	TRUE
dMRI	IDP-25469	ridge	0.086131214339294	0.0840537723032079	0.00691931612943064	FALSE
dMRI	IDP-25470	ridge	0.095266359293533	0.0937245210125819	0.0083858500420726	FALSE
dMRI	IDP-25471	ridge	0.0654202282737664	0.0657140257202605	0.00427167174698273	FALSE
dMRI	IDP-25472	ridge	0.0927523940273059	0.0962739902559346	0.00894268098018802	FALSE
dMRI	IDP-25473	ridge	0.0625325080210243	0.0647236464032226	0.00416491206267133	FALSE
dMRI	IDP-25474	ridge	0.0833852945068338	0.084927966894623	0.00686441293645512	FALSE
dMRI	IDP-25475	ridge	0.0650643072611402	0.0671033393742536	0.00444441760794101	FALSE
dMRI	IDP-25476	ridge	0.0657023079072934	0.0670351476508209	0.00445914053240926	FALSE
dMRI	IDP-25477	ridge	0.051331394468874	0.0525629451657658	0.00272043354453144	FALSE
dMRI	IDP-25478	ridge	0.0520715214035022	0.0508101921717206	0.00252365808561172	FALSE
dMRI	IDP-25479	ridge	0.0586099496760957	0.0591844785615881	0.00350164694378474	FALSE
dMRI	IDP-25480	ridge	0.0878920874978781	0.0932151376016439	0.00832031001410238	FALSE
dMRI	IDP-25481	ridge	0.0826342859620087	0.0822354533216332	0.00670163177346206	FALSE
